20169.3835	854763.6
23297.266499999998	952089.2
41876.5866	1002351.0
31551.4565	1087710.5
7307.035800000001	1199092.1
15468.8815	1315755.5
28940.2179	1488787.3
22342.0867	1717950.4
26897.6288	1957751.2
32113.8572	2170584.5
15463.1351	2409449.9
45143.9398	2720262.9
16230.9726	3109803.1
8120.5482999999995	3333039.4
45048.8416	3885847.0
13559.146799999999	4376382.0
25882.5603	4814760.0
8957.111499999999	5331619.0
16552.4928	5778953.0
25054.6746	5995787.0
20011.3316	6269328.0
28357.793599999997	6585479.0
9751.593	7004141.0
25098.381699999998	7389131.0
32852.9545	7609597.0
