3146.5507000000002	1651777.9
3146.5507000000002	1868526.4
3146.5507000000002	2440392.4
2462.476	3284161.8
2497.5167	4144914.2
12008.1835	5092988.0
6543.4829	6034995.1
6465.1911	7016603.9
1354.3022999999998	7437107.7
2495.1674000000003	7827758.0
5073.375599999999	8259533.1
958.5559000000001	9248389.8
3690.7266	9999599.0
2476.7743	11120115.8
2044.6416	12046753.2
2542.4496	12927761.3
2558.539	12749117.9
1305.2137	13968149.5
4279.6154	15268436.7
1863.4195	16529124.0
3335.1227	16954005.7
486.2655	18137650.6
1627.9252000000001	19228614.7
2004.6484	20758790.5
3168.6893	22536210.3
1713.4351000000001	24176670.4
3673.9968	25143134.2
3014.1946	24079804.3
